line,schedule,map,en-update,en-reason,es-update,es-reason,hy-update,hy-reason,zh-tw-update,zh-tw-reason,ko-update,ko-reason,ja-update,ja-reason,ru-update,ru-reason,vi-update,vi-reason
53,053_TT_06-7-26.pdf,,"Travel time adjustments will be made to Weekday, Saturday and Sunday schedules.",For improved reliability better reflecting actual travel times.,"Se realizarán ajustes en los horarios del servicio operativo entre semana, los sábados y los domingos.",Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,"Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային, շաբաթ և կիրակի օրերի չվացուցակներում։",Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,工作日、週六、週日時刻表行車時間將予以調整。,為提升營運穩定性，更真實反映實際行車時間。,"평일, 토요일 및 일요일에 운행 시간 조정이 적용됩니다.",실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日・土曜日・日曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,"Скорректировано время отправления в будние дни, а также в субботу и воскресенье.",Для повышения надежности обслуживания и соответствия фактическому времени поездок.,"Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường, thứ Bảy và Chủ nhật.",Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
60,060_TT_06-7-26.pdf,,"Travel time adjustments will be made to Weekday, Saturday and Sunday schedules.",For improved reliability better reflecting actual travel times.,"Se realizarán ajustes en los horarios del servicio operativo entre semana, los sábados y los domingos.",Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,"Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային, շաբաթ և կիրակի օրերի չվացուցակներում։",Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,工作日、週六、週日時刻表行車時間將予以調整。,為提升營運穩定性，更真實反映實際行車時間。,"평일, 토요일 및 일요일에 운행 시간 조정이 적용됩니다.",실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日・土曜日・日曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,"Скорректировано время отправления в будние дни, а также в субботу и воскресенье.",Для повышения надежности обслуживания и соответствия фактическому времени поездок.,"Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường, thứ Bảy và Chủ nhật.",Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
62,062_TT_06-7-26.pdf,,"Travel time adjustments will be made to Weekday, Saturday and Sunday schedules.",For improved reliability better reflecting actual travel times.,"Se realizarán ajustes en los horarios del servicio operativo entre semana, los sábados y los domingos.",Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,"Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային, շաբաթ և կիրակի օրերի չվացուցակներում։",Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,工作日、週六、週日時刻表行車時間將予以調整。,為提升營運穩定性，更真實反映實際行車時間。,"평일, 토요일 및 일요일에 운행 시간 조정이 적용됩니다.",실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日・土曜日・日曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,"Скорректировано время отправления в будние дни, а также в субботу и воскресенье.",Для повышения надежности обслуживания и соответствия фактическому времени поездок.,"Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường, thứ Bảy và Chủ nhật.",Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
66,066_TT_06-7-26.pdf,,"Travel time adjustments will be made to Weekday, Saturday and Sunday schedules.",For improved reliability better reflecting actual travel times.,"Se realizarán ajustes en los horarios del servicio operativo entre semana, los sábados y los domingos.",Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,"Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային, շաբաթ և կիրակի օրերի չվացուցակներում։",Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,工作日、週六、週日時刻表行車時間將予以調整。,為提升營運穩定性，更真實反映實際行車時間。,"평일, 토요일 및 일요일에 운행 시간 조정이 적용됩니다.",실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日・土曜日・日曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,"Скорректировано время отправления в будние дни, а также в субботу и воскресенье.",Для повышения надежности обслуживания и соответствия фактическому времени поездок.,"Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường, thứ Bảy và Chủ nhật.",Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
70,070_TT_6-7-26.pdf,,Travel time adjustments will be made to Weekday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն աշխատանքային օրերի չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
76,076_TT_6-7-26.pdf,,Travel time adjustments will be made to Saturday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo los sábados únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն շաբաթ օրվա չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整週六時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,토요일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,土曜日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления по субботам.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình thứ Bảy.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
78,078_TT_6-7-26.pdf,,Travel time adjustments will be made to Weekday and Saturday schedules.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana y los sábados.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային օրերի և շաբաթ օրվա չվացուցակներում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,調整工作日及週六時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일 및 토요일에 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日および土曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни и субботу.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường và thứ Bảy.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
81,081_TT_06-07-26.pdf,,Travel time adjustments will be made to Saturday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo los sábados únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն շաբաթ օրվա չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整週六時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,토요일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,土曜日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления по субботам.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình thứ Bảy.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
102,102_TT_06-7-26.pdf,,Travel time adjustments will be made to Weekday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն աշխատանքային օրերի չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
105,105_TT_06-7-26.pdf,,Travel time adjustments will be made to Weekday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն աշխատանքային օրերի չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
108,108_TT_6-7-26.pdf,,Travel time adjustments will be made to Sunday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo los domingos únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն կիրակի օրվա չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整週日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,일요일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,日曜日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления по воскресеньям.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình Chủ nhật.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
110,110_TT_06-7-26.pdf,,Travel time adjustments will be made to Saturday and Sunday schedules.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo los sábados y domingos.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն շաբաթ և կիրակի օրերի չվացուցակներում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整週六及週日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,토요일 및 일요일 일정에 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,土曜日および日曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в субботу и воскресенье.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình thứ Bảy và Chủ nhật.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
115,115_TT_06-7-26.pdf,,Travel time adjustments will be made to Sunday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo los domingos únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն կիրակի օրվա չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整週日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,일요일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,日曜日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления по воскресеньям.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình Chủ nhật.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
117,117_TT_06-07-26.pdf,,Travel time adjustments will be made to Weekday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն աշխատանքային օրերի չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
125,125_ TT_06-7-26.pdf,,Travel time adjustments will be made to Saturday and Sunday schedules.,For improved reliability better reflecting actual travel times and ridership. Savings reallocated to other improvements.,Se realizarán ajustes en los horarios del servicio operativo los sábados y domingos.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto y los niveles de usuarios. Los ahorros serán reasignados a otras mejoras.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն շաբաթ և կիրակի օրերի չվացուցակներում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ու ուղևորահոսքն ավելի լավ արտացոլելու համար։ Տնտեսված միջոցները կուղղվեն այլ բարելավումների իրականացմանը։,僅調整週六及週日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。節省款項將調配至其他改善工程。,토요일 및 일요일 일정에 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다. 감편은 기타 개선 사항에 반영됩니다.,土曜日および日曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間および利用状況をより正確に反映し、運行の信頼性を向上させるため。削減によって生じたコストは、他の改善施策へ再配分します。,Скорректировано время отправления в субботу и воскресенье.,"Для повышения надежности обслуживания, соответствия фактическому времени поездок и пассажиропотока. Сэкономленное таким образом время будет использовано для других улучшений.",Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình thứ Bảy và Chủ nhật.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
134,134_TT_06-7-26.pdf,,"Travel time adjustments will be made to Weekday, Saturday and Sunday schedules.",For improved reliability better reflecting actual travel times.,"Se realizarán ajustes en los horarios del servicio operativo entre semana, los sábados y los domingos.",Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,"Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային, շաբաթ և կիրակի օրերի չվացուցակներում։",Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,工作日、週六、週日時刻表行車時間將予以調整。,為提升營運穩定性，更真實反映實際行車時間。,"평일, 토요일 및 일요일에 운행 시간 조정이 적용됩니다.",실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日・土曜日・日曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,"Скорректировано время отправления в будние дни, а также в субботу и воскресенье.",Для повышения надежности обслуживания и соответствия фактическому времени поездок.,"Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường, thứ Bảy và Chủ nhật.",Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
150,150_TT_06-07-26.pdf,,,,,,,,,為提升營運穩定性，更真實反映實際行車時間。,,,,,,,,
152,152_TT_06-07-26.pdf,,Travel time adjustments will be made to Weekday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային օրերի չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日時刻表行車時間。,為提升營運穩定性，更真實反映實際行車時間。,평일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
155,155_TT_06-07-26.pdf,,"Travel time adjustments will be made to Weekday, Saturday and Sunday schedules.",For improved reliability better reflecting actual travel times.,"Se realizarán ajustes en los horarios del servicio operativo entre semana, los sábados y los domingos.",Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,"Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային, շաբաթ և կիրակի օրերի չվացուցակներում։",Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,工作日、週六、週日時刻表行車時間將予以調整。,為提升營運穩定性，更真實反映實際行車時間。,"평일, 토요일 및 일요일에 운행 시간 조정이 적용됩니다.",실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日・土曜日・日曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,"Скорректировано время отправления в будние дни, а также в субботу и воскресенье.",Для повышения надежности обслуживания и соответствия фактическому времени поездок.,"Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường, thứ Bảy và Chủ nhật.",Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
161,161_TT_06-07-26.pdf,,"Travel time adjustments will be made to Weekday, Saturday and Sunday schedules.",For improved reliability better reflecting actual travel times.,"Se realizarán ajustes en los horarios del servicio operativo entre semana, los sábados y los domingos.",Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,"Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային, շաբաթ և կիրակի օրերի չվացուցակներում։",Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,工作日、週六、週日時刻表行車時間將予以調整。,為提升營運穩定性，更真實反映實際行車時間。,"평일, 토요일 및 일요일에 운행 시간 조정이 적용됩니다.",실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日・土曜日・日曜日のダイヤでは、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,"Скорректировано время отправления в будние дни, а также в субботу и воскресенье.",Для повышения надежности обслуживания и соответствия фактическому времени поездок.,"Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường, thứ Bảy và Chủ nhật.",Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
162,162_TT_06-07-26.pdf,,Route Adjustments and Stop Changes: For improved reliability better reflecting actual travel times. For improved reliability better reflecting actual travel times. Reduction of trips to provide extra capacity and avoid consistent crowding.,We’re making necessary changes to resolve impacts to services from construction projects.,Ajustes en la Ruta y Cambios en las Paradas: Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto. Reducción de servicios para ofrecer capacidad adicional y evitar saturación constante.,Estamos realizando cambios necesarios para resolver los impactos en el servicio ocasionados por proyectos de construcción.,Երթուղիների և կանգառների փոփոխություններ՝ հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։ Ուղերթերի կրճատում՝ լրացուցիչ թողունակություն ապահովելու և մարդկանց մշտական կուտակումներից խուսափելու համար։,Մենք կատարում ենք անհրաժեշտ փոփոխություններ՝ շինարարական նախագծերի` ծառայությունների վրա ունեցած ազդեցությունը վերացնելու համար։,"路線與停靠站点調整：
為提升營運穩定性，更真實反映實際行車時間。
削減班次以優化承載，緩解常態擁擠。",為應對工程施工帶來的影響，我們將對運營服務作出必要調整。,노선 조정 및 정류장 변경: 실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다. 실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다. 감편은 수송 능력 확대와 지속적인 혼잡 완화를 위해 시행됩니다.,공사로 인한 서비스 영향에 대응하기 위해 필요한 조정을 시행합니다.,経路および停留所の変更：実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。輸送余力を確保し、慢性的な混雑を回避するため、一部便を減便。,工事によるサービスへの影響に対応するため、必要な変更を実施します。,Изменения маршрута и остановок: Для повышения надежности обслуживания и соответствия фактическому времени поездок. Для повышения надежности обслуживания и соответствия фактическому времени поездок. Сокращение числа рейсов направлено на увеличение вместимости и предотвращение постоянной переполненности.,Мы вносим необходимые изменения для устранения влияния строительных проектов на обслуживание.,Điều chỉnh tuyến và thay đổi điểm dừng: Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế. Việc giảm số chuyến cũng giúp tăng khả năng phục vụ và hạn chế tình trạng quá tải kéo dài.,Chúng tôi đang thực hiện các thay đổi cần thiết để giảm ảnh hưởng của các dự án xây dựng đến dịch vụ vận hành.
166,166_TT_06-07-26.pdf,,Travel time adjustments will be made to Weekday schedule only. Weekday: One eastbound trip added in the 2pm period,For improved reliability better reflecting actual travel times. For improved reliability better reflecting actual travel times. Added trips to provide extra capacity and avoid consistent crowding.,Se realizarán ajustes en los horarios del servicio operativo entre semana únicamente. Entre semana: Se agregará un servicio en dirección este durante el periodo de las 2 p.m.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto. Se agregarán servicios para ofrecer capacidad adicional.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն միայն աշխատանքային օրերի չվացուցակում։ Աշխատանքային օրերին ժամը 14։00-ի հատվածում ավելացվել է դեպի արևելք ուղղությամբ մեկ ուղերթ։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։ Ուղերթերի ավելացում՝ լրացուցիչ թողունակություն ապահովելու և մարդկանց մշտական կուտակումներից խուսափելու համար։,"僅調整工作日时刻表行車時間。
工作日下午兩點時段新增一趟東行車次。",為提升營運穩定性，更真實反映實際行車時間。為提升營運穩定性，更真實反映實際行車時間。增設班次，提升載客量，緩解常態擁擠。,평일에만 운행 시간 조정이 적용됩니다. 평일 오후 2시대 동행 1회 증편됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다. 실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다. 증편은 수송 능력 확대와 지속적인 혼잡 완화를 위해 시행됩니다.,平日ダイヤのみ、所要時間の調整を行います。平日午後2時台には、東行き1便を追加します。,"実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。
輸送余力を確保し、慢性的な混雑を回避するため、便を追加。",Скорректировано время отправления в будние дни. В будние дни будет добавлен один рейс в восточном направлении в 14:00.,Для повышения надежности обслуживания и соответствия фактическому времени поездок. Для повышения надежности обслуживания и соответствия фактическому времени поездок.  Добавление дополнительных рейсов направлено на увеличение вместимости и предотвращение постоянной переполненности.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường. Ngày thường sẽ bổ sung một chuyến hướng đông trong khung giờ 2 giờ chiều.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế. Việc bổ sung chuyến sẽ giúp tăng khả năng phục vụ và hạn chế tình trạng quá tải kéo dài.
167,167_TT_06-07-26.pdf,,Travel time adjustments will be made to Weekday schedule only.,For improved reliability better reflecting actual travel times.,Se realizarán ajustes en los horarios del servicio operativo entre semana únicamente.,Para mejorar la confiabilidad del servicio y reflejar mejor los tiempos reales de trayecto.,Ուղևորությունների տևողության փոփոխություններ կկատարվեն աշխատանքային օրերի չվացուցակում։,Հուսալիությունը բարելավելու և ուղևորության իրական տևողությունն ավելի լավ արտացոլելու համար։,僅調整工作日時刻表行車時間,為提升營運穩定性，更真實反映實際行車時間。,평일에만 운행 시간 조정이 적용됩니다.,실제 운행 시간 반영으로 안정성을 더욱 향상하기 위함입니다.,平日ダイヤのみ、所要時間の調整を行います。,実際の所要時間をより正確に反映し、運行の信頼性を向上させるため。,Скорректировано время отправления в будние дни.,Для повышения надежности обслуживания и соответствия фактическому времени поездок.,Thời gian di chuyển sẽ được điều chỉnh đối với lịch trình ngày thường.,Nhằm cải thiện độ tin cậy và phản ánh chính xác hơn thời gian di chuyển thực tế.
